COUNTRY,COUNTRY_label,TIME_PERIOD,"Education n.e.c., Transactions","Education not definable by level, Transactions","Education, Transactions","Post-secondary non-tertiary education, Transactions","Pre-primary and primary education, Transactions","R&D Education, Transactions","Secondary education, Transactions","Subsidiary services to education, Transactions","Tertiary education, Transactions"
COK,Cook Islands,2019,0.281250747213108,8.72416614581868,9.0960311302501,0.0,0.0,0.0,0.0,0.0,0.0906142372183078
COK,Cook Islands,2020,0.23576787714326,7.40767165464533,7.70179011007823,0.0,0.0,0.0,0.0,0.0,0.0583505782896362
COK,Cook Islands,2021,0.11850283450584,6.57502902807185,6.73041458916741,0.0,0.0,0.0,0.0,0.0,0.0368827265897138
COK,Cook Islands,2022,0.189273331918206,8.2307365739758,8.51199320738697,0.0,0.0,0.0,0.0,0.0,0.0919833014929597
CPV,Cabo Verde,2016,1.56377136220572,0.027371448105568,19.1876679110231,0.149486250120554,6.59777982614412,0.146710152457063,8.68510255611712,0.242207363667298,1.77523895220566
CPV,Cabo Verde,2017,1.57801485387706,0.0473142157001153,17.9073478112739,0.135589294080858,6.82197574814334,0.159716193025521,6.53649340218964,0.382203225199729,
CPV,Cabo Verde,2018,0.0,0.0,18.1369029827047,5.48924989678669,6.38478292202559,0.0,6.26287016389241,0.0,0.0
CPV,Cabo Verde,2019,0.0,0.0,21.3077727299799,9.73632472759243,6.11014999712703,0.0,5.46129800526045,0.0,0.0
CPV,Cabo Verde,2020,,,18.8198793261362,,,,,,
CRI,Costa Rica,2016,2.087239039591029,3.904191407444527,34.0945607690919,0.2701801787133029,0.0,0.0,0.0,0.0,22.92039220058717
CRI,Costa Rica,2017,2.485791581902601,4.308061493524216,33.96608560752889,0.3006855829629967,0.0,0.0,0.0,0.0,25.89860975593135
CRI,Costa Rica,2018,2.166229021618416,3.875517972988552,32.46628072175042,0.2460262178183505,0.0,0.0,0.0,0.0,22.39077681676816
CRI,Costa Rica,2019,16.56364867224163,0.8649748687490605,22.86305975670686,0.0599538046820857,0.0,0.0,0.0,0.0,5.374482411034096
CRI,Costa Rica,2020,14.33220789811929,0.8683913861628337,20.1795453473162,0.06352837223695,0.0,0.0,0.0,0.0,4.915417690797152
CRI,Costa Rica,2021,14.36547451233397,0.73706655848301,19.78508731972921,0.0594330104961836,0.0,0.0,0.0,0.0,4.62311323841605
CRI,Costa Rica,2022,13.4899081890325,0.7471413316809656,18.67123512328883,0.0531815428842078,0.0,0.0,0.0,0.0,4.381004059691152
CRI,Costa Rica,2023,12.98286964943348,0.7520744796325034,18.04097946901827,0.0523527596014911,0.0,0.0,0.0,0.0,4.253682580350794
CYP,Cyprus,2016,0.4273277417984924,1.147945641787876,13.76871217751354,0.0199065718229111,4.399352372863361,0.0291963053402696,4.854549315213929,0.7338889478713239,2.156545280815373
CYP,Cyprus,2017,0.1431602628013396,1.073701971010047,13.62578929877036,0.0191732494823222,4.110744689009893,0.0,4.809929186798579,1.028964388884628,2.440115550783547
CYP,Cyprus,2018,0.0891136302406068,0.8341450272521916,11.28634489047313,0.0020724100055955,3.521024599506766,0.0,4.061923610967194,0.8403622572689781,1.937703355231799
CYP,Cyprus,2019,0.0923488451086956,0.887398097826087,12.78659986413043,0.0021229619565217,4.117484714673913,0.0,4.440174932065217,0.797172214673913,2.449898097826087
CYP,Cyprus,2020,0.0,0.8415788603173677,12.3201307609235,0.0009729235379391,4.186489983752177,0.0,4.349941138125955,0.7005049473161904,2.24064290787387
CYP,Cyprus,2021,0.0831232416237348,0.7590704812013592,12.02820709561913,0.0018268844312908,4.036501150937192,0.0,4.129672256933026,0.8394533961781578,2.17855968431437
CYP,Cyprus,2022,0.1415795982006846,0.7204430186920913,12.75650101256295,0.0026882202190003,4.308320937651212,0.0,4.314593451495547,0.9731357192781231,2.295740067026291
CYP,Cyprus,2023,0.1660370460638557,0.653485254691689,12.48552888130636,0.0030465513039239,4.22556665854253,0.0,4.214903728978796,0.9246283207409212,2.297861320984645
CZE,Czech Republic,2016,0.154517875875365,0.2140043703934719,9.448114440884703,0.0511384339458394,2.407129138721665,0.1537303229911889,4.298568648884773,0.4878102564587212,1.681215393613681
CZE,Czech Republic,2017,0.1877131991462741,0.2206647267459412,9.909317998817563,0.052893229515929,2.564040741349094,0.1538072827899094,4.567905513503847,0.5200414104258432,1.642251895340724
CZE,Czech Republic,2018,0.1955557662062683,0.2444105276542104,10.81185037864719,0.0554173413439343,2.665637921503341,0.1799240654817868,4.960262211525622,0.544283970123855,1.96635857480817
CZE,Czech Republic,2019,0.1731622878477722,0.2537214942322051,11.28460561151933,0.0588296975008117,2.781882474519414,0.2284546234372967,5.353207692414591,0.5834541581057595,1.851893183461485
CZE,Czech Republic,2020,0.15269835832546,0.2386329818794233,10.25913765924191,0.0554692576593459,2.668394523516104,0.1799685760896663,4.903772169591032,0.4708013617275497,1.589400430453328
CZE,Czech Republic,2021,0.1631750840457412,0.2487450849232919,10.41148668008485,0.0569526859217964,2.76946532494221,0.1605318591421925,4.994743506741809,0.4510046545428402,1.566868479824969
CZE,Czech Republic,2022,0.1613658102517623,0.2545084399368663,10.58439573801507,0.0594766189555483,2.784146081441381,0.1461830995305902,5.042937366037332,0.5010954655844254,1.63468285627716
CZE,Czech Republic,2023,0.1396550666481138,0.2520494164081986,10.34967629768942,0.0637679337962568,2.742679480101322,0.1319945358870431,4.971654539986624,0.53474095586068,1.513134369001183
DEU,Germany,2016,0.0942559248082995,0.1899134247066854,9.216407398634585,0.1570464888441631,2.776169859688318,0.0196220512612073,3.390129827900595,0.7848820504482938,1.804387770977024
DEU,Germany,2017,0.095780594986358,0.1969572798311024,9.211799899497827,0.1572960193719626,2.827618536917686,0.0213820060638559,3.402571911328753,0.7197034848622818,1.790490066135826
DEU,Germany,2018,0.1013360425924789,0.198754454672362,9.368882783189186,0.1548769929312887,2.923727651550272,0.0225916692893026,3.425380238688168,0.7273081046634168,1.814907628801897
DEU,Germany,2019,0.1111924630280399,0.1990152412609188,9.43768560564154,0.1532703263427313,3.002134348340069,0.0206970878637994,3.439880864330278,0.7416145717443108,1.769880702731394
DEU,Germany,2020,0.1092992927893111,0.1736530820017093,8.944892953657327,0.1452216460269196,2.919755251303249,0.0205432730995486,3.270977122057687,0.7064161976330972,1.599027088745805
DEU,Germany,2021,0.1171408618864184,0.1483569706858211,8.781810126677328,0.1392924992303245,2.920154342740002,0.0173244040244107,3.21601010929929,0.7223150123738081,1.501215926437255
DEU,Germany,2022,0.1208106544572732,0.1610636704661041,8.978125582185047,0.1408855560309081,2.963705713296345,0.0308090391759898,3.232781643386146,0.7529378250882599,1.575131480284021
DEU,Germany,2023,0.1401301377355088,0.1705803575387945,9.259478246816276,0.1459442573743239,3.042164192709488,0.0237492005585496,3.220431013499597,0.8503889054771963,1.666090181922818
DEU,Germany,2024,0.138953327396676,0.1705697694431765,9.100671241384989,0.1388130177426235,3.023719814716425,0.0286699393113976,3.148969565900638,0.867160431929239,1.583815374944812
DNK,Denmark,2016,0.176418216646991,0.2177068709510816,12.97150541124059,0.0,5.531394433882194,0.0941235887540231,3.462877845836972,0.1095428673806515,3.379440678847467
DNK,Denmark,2017,0.1740448531100611,0.2121851668639178,12.70139417838266,0.0,5.601055531242637,0.0875319207836748,3.376622682708331,0.1188317442649091,3.131122279409126
DNK,Denmark,2018,0.1785912852623624,0.2194029168373079,12.59197875799892,0.0,5.501349448295627,0.0788973356148456,3.345424426126828,0.1151844895285303,3.153128856333414
DNK,Denmark,2019,0.1815525381939921,0.2295897483501933,12.69017815759027,0.0,5.697258270804937,0.0941082039705769,3.138966776146975,0.1200463974763683,3.228657094197024
DNK,Denmark,2020,0.1690306114658155,0.2142798175156587,11.65317741425292,0.0,5.395799810982187,0.0772372698130768,2.764563394597791,0.1121641064947808,2.92010240338361
DNK,Denmark,2021,0.1857730146831337,0.2110694169081581,11.78516782993556,0.0,5.412232389531059,0.0713970938827462,2.740734853865842,0.1163458001164404,3.04761526094818
DNK,Denmark,2022,0.1909002491247389,0.2289476020403395,11.8611813921239,0.0,5.507114438261122,0.0734188342708114,2.734786951469536,0.1285311350620242,2.99748218189533
DNK,Denmark,2023,0.1944464345050789,0.2297983366012496,11.72908306125965,0.0,5.406845452570525,0.0800134285011734,2.653145306367348,0.1337197142736905,3.03111363168361
DNK,Denmark,2024,0.1972748779841741,0.2231224492704056,11.72851557974162,0.0,5.382691390379451,0.0767010038626115,2.638355142164457,0.134285228894804,3.076085487185716
DOM,Dominican Republic,2016,3.571747879042608,0.9669089677062338,22.26126931261471,1.511819954637443,9.274023025092706,0.0162193088386076,2.380422677703137,2.195566701811562,2.344560797782493
DOM,Dominican Republic,2017,3.97278193541758,0.8902005997952736,22.43819217736336,1.397632672937282,8.682887544485878,0.01911741517975,2.244151141065126,2.565267592554839,2.666153275927638
DOM,Dominican Republic,2018,3.866032561406565,0.8830674202330094,23.01616066005045,1.646006047412041,9.556009837048284,0.02442764691531,2.369462474202804,2.273829832300776,2.397324840531644
DOM,Dominican Republic,2019,3.944469785006841,0.7160097081571082,21.58216627588615,1.555607369032209,8.763525256155326,0.0266996448498542,2.273978755724393,2.288681575690395,2.013194181270074
DOM,Dominican Republic,2020,4.667069712163883,0.5350269892756043,20.29568756931015,1.366948793958213,7.621783627230317,0.0203922711162498,2.073587593813459,2.350603996777337,1.660274584975116
DOM,Dominican Republic,2021,2.757632788725652,0.5466094466310703,19.06945891481596,1.201033372152575,8.35846685985193,0.0207920234388074,2.548332521819507,1.821559597696819,1.815032304499601
DOM,Dominican Republic,2022,2.302639991842405,0.5531601920434494,19.36755204675536,1.210744585092928,8.596568168030483,0.0196395311527834,2.711732594873173,2.109142377027268,1.863924606692865
DOM,Dominican Republic,2023,2.826654403110196,0.4474153761511158,18.98854680289766,1.200209412856645,8.389431737906166,0.0875008814949395,2.236151041114685,2.040323940444572,1.760860009819326
DOM,Dominican Republic,2024,3.851041612764741,0.3157831688941151,19.87896795034908,1.266909936450076,8.160921983449317,0.1110968274852998,2.135625571272964,2.321338731019716,1.716250119012829
ECU,Ecuador,2016,2.66656341928465,0.0,14.9861587202912,0.0285518869172078,5.72983107377346,0.0953556593816649,2.3277908392751,0.37613672607438,3.76192911558469
ECU,Ecuador,2017,2.96719411949957,0.0,16.186105877621,0.073129746020009,6.02042415792399,0.115476213070454,2.62655207776069,0.511339183227606,3.87199038011869
ECU,Ecuador,2018,3.01530405515468,0.0,15.3829553061949,0.0837552994207727,5.7426181378467,0.0643610547129454,2.32858555021111,0.708613167167987,3.43971804168073
ECU,Ecuador,2019,2.59494264123069,0.0,14.5515400869386,0.255951135488697,5.67547225980144,0.0432975000755525,2.24280875111958,0.201089721702958,3.53797807751965
ECU,Ecuador,2020,0.533740528763744,0.0,13.2839754867899,0.164012822269713,6.11998449727145,0.0550395745396173,2.07727600134381,0.429024078978979,3.90489798362263
ECU,Ecuador,2021,0.524670431564011,0.0,12.8836716063002,0.175444951706378,6.0838013922288,0.0563487577739516,1.80563393462856,0.504676950597879,3.73309518780061
ECU,Ecuador,2022,0.450647186384474,0.0,12.7012814168906,0.153878259700631,5.33882150320769,0.0845898778871019,2.30937890547578,0.617629626375827,3.74633605785905
ESP,Spain,2016,0.2470264539363268,0.1931570882212808,9.660429838906987,0.0008584759476501,3.81528173034412,0.0738289314979117,3.676208626824798,0.2798631589339446,1.374205373200956
ESP,Spain,2017,0.2749398370679857,0.1885845995593343,9.761951628367695,0.0010582749694687,3.815292919928799,0.0764074527956449,3.737192227182004,0.293565476530636,1.374910840333822
ESP,Spain,2018,0.2642202575592427,0.1869121149731541,9.575713535989664,0.0008073957450244,3.76064753138751,0.0750878042872714,3.676072827096201,0.2767348916071212,1.335230713334141
ESP,Spain,2019,0.2495391047447142,0.1913004574240776,9.576207776980691,0.0007713728121938,3.78107668217126,0.0846581661382762,3.656885659408049,0.2908075501970858,1.321168784085036
ESP,Spain,2020,0.2653303949347606,0.1721062021198447,9.032602231783677,0.0006996187078042,3.544443278413265,0.0694371567495714,3.523279812502186,0.2460908804701438,1.211214887886102
ESP,Spain,2021,0.2584086610080263,0.1408293988012894,9.206057657017306,0.0006642896169872,3.568065605242574,0.0850290709743634,3.593972900305075,0.2971035311975315,1.26198419987146
ESP,Spain,2022,0.2673775476201485,0.142537583525589,9.269407193524266,0.0039859503223039,3.525812217097176,0.0958222457481867,3.634548941889627,0.3195137778358841,1.27980892948535
ESP,Spain,2023,0.285026820335901,0.1312977692837991,9.253651438817185,0.0035890050829284,3.513187350551585,0.1127545763553354,3.636110774641885,0.3412545666351133,1.230430575930636
ESP,Spain,2024,0.2866246508428898,0.1410664907429502,9.147565374843843,0.0036494813525539,3.45044425417234,0.1120110045899246,3.597827154948556,0.3318220737475963,1.224120264447033
EST,"Estonia, Republic of",2016,0.531810124089029,0.7206664426653072,14.25807273864834,0.2745947699544659,5.466405589220128,0.2595326095772167,3.558145732194788,0.7125560486160192,2.733202794610064
EST,"Estonia, Republic of",2017,0.5261820568742457,0.7019289813030682,14.34454866919347,0.2191542973299172,5.642958477142313,0.2212717301543609,3.587989921019756,0.6881656679441845,2.755838821013403
EST,"Estonia, Republic of",2018,0.4902247431924059,0.7270529988499698,15.67744576340565,0.1949203750268016,5.944096836442313,0.4375962419351695,4.004639104925638,0.7173069800986297,3.162583084809855
EST,"Estonia, Republic of",2019,0.5081656655982618,0.7712266903690935,15.24676560634219,0.2029071385604367,6.128513839882924,0.2020093193632666,3.946813190759645,0.6895251434266167,2.79670679918478
EST,"Estonia, Republic of",2020,0.4485096481726642,0.6715609579973523,14.11882697476632,0.1628755967424881,5.83543948329121,0.2094114815260561,3.795883981225178,0.6338508444658403,2.362097324186625
EST,"Estonia, Republic of",2021,0.4259336177925462,0.7854095079862553,13.96367481025564,0.1691651247970396,5.596042744402069,0.188800362496696,3.840199373182797,0.6411660310387796,2.31544764565948
EST,"Estonia, Republic of",2022,0.4139067165459725,0.70700483920788,14.31925043758795,0.1661118165905893,5.707519648556818,0.212101451762364,4.109551429453959,0.6747434533411127,2.326938257198751
EST,"Estonia, Republic of",2023,0.3890697969466479,0.6591229013490572,14.4940582275575,0.1782229659926415,5.817922584776738,0.1812436942298049,4.322662107380847,0.646435842752971,2.298774188481359
ETH,"Ethiopia, The Federal Democratic Republic of",2016,1.520698233496595,0.0,14.65725873916787,0.113154544553981,0.0,1.133910266390933,0.0,0.0,11.88949569472636
ETH,"Ethiopia, The Federal Democratic Republic of",2017,1.413407556063871,0.0,15.55606042867491,0.1769921775457686,0.0,1.344991451868891,0.0,0.0,12.62066924319638
ETH,"Ethiopia, The Federal Democratic Republic of",2018,2.103152751068138,0.0144101787844339,15.72787525795738,0.1726093301685548,0.0,0.186172437548542,0.0,0.0,13.25153056038771
ETH,"Ethiopia, The Federal Democratic Republic of",2019,0.4600533941614562,0.1009908447872433,14.91207543475489,0.0,0.0,0.236551778997764,0.0,0.0,14.11447941680843
ETH,"Ethiopia, The Federal Democratic Republic of",2020,0.9087257240914924,0.1057761926929231,14.34522340475201,0.0,0.0523127345030386,0.639097599977076,0.7864314160306228,0.0820211414023073,11.77085859605455
ETH,"Ethiopia, The Federal Democratic Republic of",2021,0.0632824875068415,0.0801819558403385,13.52976620990119,0.0,0.93875813226575,0.0047561113208749,0.2690585587490775,0.1215033971398549,12.05222556707845
ETH,"Ethiopia, The Federal Democratic Republic of",2022,0.6519966225425782,0.0,11.78654174214806,0.0,0.0,0.2079097260665637,0.0,0.0,10.92663539353891
ETH,"Ethiopia, The Federal Democratic Republic of",2023,0.7291142150878137,0.0,12.56507905971188,11.64084130548454,0.0003225909567197,0.1763399475232493,0.0,0.0084020281000184,0.0100589725595334
ETH,"Ethiopia, The Federal Democratic Republic of",2024,1.029861153037512,0.0005639070456385,13.51410405872476,0.0243194013371897,0.0004805680592343,0.144645978739324,0.0,0.2687327525683617,12.0455002979375
FIN,Finland,2016,0.1010058499221413,0.5058709650267245,11.33622322292833,0.0,2.368587180674214,0.015992592904339,4.901308867471908,0.0681789486974453,3.375278818231556
FIN,Finland,2017,0.1019548365352208,0.4811257162116616,11.00269632625548,0.0,2.35170205594877,0.0202224469160768,4.645264577013819,0.0657229524772497,3.336703741152679
FIN,Finland,2018,0.1040361095410123,0.4562843544436526,10.93526004931475,0.0,2.396107247302843,0.017202821262687,4.639846649136173,0.0622578293316294,3.259525038296757
FIN,Finland,2019,0.1188121969890278,0.4473398826231181,11.13086884409288,0.0,2.509409288083695,0.0135557540188823,4.753285276856341,0.0582100025516713,3.230256442970145
FIN,Finland,2020,0.1228961527509255,0.4428757699743717,10.83884117920357,0.0,2.45342685430811,0.0239797371221318,4.719512012349565,0.0382177060383975,3.037932946660072
FIN,Finland,2021,0.1043026673766056,0.4259633408946689,10.75776252543745,0.0,2.483570506414979,0.0138583963647238,4.688514306970773,0.0401164105294636,3.001436896886237
FIN,Finland,2022,0.1163870046411996,0.4262763298821849,11.00392716886826,0.0007140307033202,2.506961799357372,0.0228489825062477,4.771153159585862,0.0585505176722599,3.101035344519814
FIN,Finland,2023,0.1207991123891307,0.4398663331560738,11.31900813424458,0.0,3.063964443043875,0.0249476427760161,4.661926614539224,0.0709038268370984,2.936600161503161
FRA,France,2016,0.0452462676320245,0.542424097101474,9.00770943913842,0.0786049434573959,2.402160511232056,0.0022338050306851,4.070242702135533,1.094189560694904,0.7726153623614475
FRA,France,2017,0.044492285720406,0.5375936728003398,8.98358137770007,0.0747997222676169,2.452502895442599,0.0009461612308694,4.026741089942919,1.082128384390338,0.7643847351948286
FRA,France,2018,0.0448499718340971,0.5436919565609979,9.07948615930472,0.0766435013385301,2.485847170613195,0.0008061392552071,4.023576634950235,1.104335439516539,0.7997353452359167
FRA,France,2019,0.043808686810836,0.5157774429547146,9.096803972027232,0.0771333069510328,2.514006371280998,0.0007058726674066,3.997007694309284,1.128757267330623,0.8195998994837322
FRA,France,2020,0.0415483827840898,0.4497252331747405,8.39792666437738,0.0558197138615599,2.357370771908399,0.0004475086668094,3.739354450568088,1.013614122646323,0.7400394884444522
FRA,France,2021,0.0414685332692439,0.5396005716541921,8.521153243665454,0.0606939997768317,2.353258793689487,0.0003487004738034,3.720157945220765,1.045477784024583,0.7601469155565475
FRA,France,2022,0.0384759150706753,0.5571782161290983,8.645913585572075,0.06716511599611,2.385571247988627,0.0002645057877092,3.755078994976067,1.040275457617592,0.8019105833668697
FRA,France,2023,0.0357957599766673,0.5230600954781862,8.812281120600273,0.0663310995741549,2.44762691231066,0.0006536617039217,3.817122886221465,1.09861233845607,0.8230908175782705
FSM,"Micronesia, Federated States of",2016,0.0,11.1464343991139,11.1464343991139,0.0,0.0,0.0,0.0,0.0,0.0
FSM,"Micronesia, Federated States of",2017,0.0,7.97515384334002,7.97515384334002,0.0,0.0,0.0,0.0,0.0,0.0
FSM,"Micronesia, Federated States of",2018,0.0,7.28228190744492,7.28228190744492,0.0,0.0,0.0,0.0,0.0,0.0
FSM,"Micronesia, Federated States of",2019,0.0,6.57004326905555,6.57004326905555,0.0,0.0,0.0,0.0,0.0,0.0
FSM,"Micronesia, Federated States of",2020,0.0,6.92767689668257,6.92767689668257,0.0,0.0,0.0,0.0,0.0,0.0
GBR,United Kingdom,2016,0.6912784307858979,0.8174699209433236,12.20944891959093,0.997347083299654,2.817351691822526,0.048136142039018,5.136934656695207,0.065387942318666,1.635543051686635
GBR,United Kingdom,2017,0.6923200772822412,0.8088734573302626,12.24487176794794,0.8585748986720615,2.796114420651532,0.2041725876717091,5.220401391640358,0.067435288956713,1.59697964574306
GBR,United Kingdom,2018,0.7480761566054511,0.8098480796766967,12.0791361923287,0.9361171577193896,2.624057665907008,0.2224470538539889,5.114351866045768,0.0708560294052522,1.553382183115144
GBR,United Kingdom,2019,0.793323390346841,0.7804113682694717,11.98388842262142,0.8377495002062642,2.499679935045964,0.2490488326109531,5.1889915163638,0.0816302412687921,1.55305363850934
GBR,United Kingdom,2020,0.6511531706750657,0.9669325224610652,10.43514231388885,0.4462277022221577,2.07801137930534,0.2305978489629447,4.533216250344717,0.1113074589604772,1.417695980957081
GBR,United Kingdom,2021,0.6535592039746848,1.069040013495644,11.06851397361457,0.4241876765181239,2.18315620300786,0.2279203829570334,4.922554231990843,0.0865244907843254,1.501571770886051
GBR,United Kingdom,2022,0.823281459561876,1.029357290358291,10.63342771379303,0.2201264556234433,2.096438379494603,0.2410746599110127,4.832818853383859,0.098098907883252,1.292231707576693
GBR,United Kingdom,2023,0.8917090250737127,0.6959545918925104,10.25968724906429,0.109871009704355,2.100683370940101,0.2327975581423699,5.015922251907406,0.0586712764777729,1.154078164926059
GEO,Georgia,2016,2.04376031166049,0.008638040201439,15.01032245804072,0.4474504824345453,1.926282964920919,0.5856591256575708,4.548791970077829,0.7627389497870724,4.687000613300854
GEO,Georgia,2017,2.438352931922759,0.0094387855429268,15.11464191607347,0.489243717308373,1.897982459590199,0.5230660321705274,4.649388445353365,0.7039760884099578,4.403193455775357
GEO,Georgia,2018,2.223694531386839,0.0175154021307867,14.27200657969889,0.424938886477348,2.008178931255854,0.4279850433696588,4.643104643104643,0.833123910046987,3.69346523192677
GEO,Georgia,2019,2.222309887306534,0.0138072507791234,14.1419122384841,0.420134916564756,1.99218904098781,0.3576735439925309,5.180348994700646,0.7824108774836614,3.173037726669034
GEO,Georgia,2020,1.718116899106803,0.0212665935394327,12.06711289203286,0.4174968100109691,1.719795840702021,0.2999708983456829,4.808488728705424,0.5881892055248371,2.493787916097692
GEO,Georgia,2021,1.855406269993602,0.0304902431222009,12.46900991682662,0.4418586052463212,1.733945137555982,0.2504198656429942,4.775971689059501,0.8677223288547665,2.513195777351248
GEO,Georgia,2022,1.706997979726062,0.0302596096510355,12.17459794768647,0.5135233755484554,1.845836188713166,0.1962424684721567,4.807717980438052,0.6608164754674665,2.413203869670081
GEO,Georgia,2023,0.9728777003443916,0.0278296362434629,14.05473934839999,0.5480892249059783,2.336916398999679,0.2033109536675209,6.065701132898109,1.542225675158571,2.357788626182276
GEO,Georgia,2024,0.8999217601670862,0.0268437920457261,15.87973981163515,0.5712489892657568,2.493853753711482,0.2281722323886719,7.736904648886474,1.901980875434984,2.020813759734967
GIN,Guinea,2023,0.8539123135939077,0.049501086669596,11.1136448776637,0.9844583153663916,0.0400086620723866,0.5560411626064662,5.767810209224342,0.0556495242306206,2.806263603899992
GRC,Greece,2016,0.2751832652035899,0.018269428395259,8.000867797848775,0.0,2.661627349334308,0.613167690515883,2.60681906414853,0.1826942839525908,1.643106716298614
GRC,Greece,2017,0.2546482017650958,0.0197672120091626,8.004558086533878,0.0,2.676713061476029,0.5662724852036604,2.644155300519761,0.1686026906663876,1.67439913489378
GRC,Greece,2018,0.3047701667674957,0.0205463033775839,8.394306391041813,0.0,2.656180442202107,0.6015501044437088,2.61280491284943,0.2031801111783305,1.995274350223156
GRC,Greece,2019,0.2791045961492642,0.0204222875231168,8.298256163559833,0.0,2.6458208057727,0.6909540611987883,2.60157251613928,0.1894734453533623,1.87090845142332
GRC,Greece,2020,0.1703234129183758,0.0181409552220755,7.506324138556585,0.0,2.399645243542324,0.0,2.385535611702932,0.1259788557088578,2.40670005946202
GRC,Greece,2021,0.1520134613178324,0.0162530115874412,7.112126658763241,0.0009560595051436,2.280201919767486,0.0,2.265861027190332,0.1109029025966576,2.285938276798348
GRC,Greece,2022,0.1612903225806452,0.0164024056861673,7.854929834153454,0.0236923637689083,2.459449608164753,0.0,2.474940769090578,0.156734098778932,2.56242026608347
GRC,Greece,2023,0.1670693697173294,0.0224555604458776,8.01034752225346,0.052096900234436,2.457536535196845,0.0,2.420709416065606,0.1706622593886698,2.719817481204696
GTM,Guatemala,2016,1.166118284888342,0.6088331106798746,20.18209643104996,0.0257432598305202,11.64427543656875,0.0618076008367957,2.167074341284659,2.189849963301522,2.318394433659503
GTM,Guatemala,2017,1.031098183469287,0.7777848565503309,20.00774308098515,0.0386558242853458,11.6631973542712,0.0585531319861595,2.177168620338564,2.19935104483071,2.061934065253559
GTM,Guatemala,2018,1.005030076831305,0.7813709397313262,20.38945679996474,0.0388786551663061,11.12621013418066,0.0727462806927196,2.029753154356393,3.078188664793839,2.257278894212194
GTM,Guatemala,2019,1.024292537817256,0.7433198502576666,20.36159301672973,0.0664111745038997,11.11416450409489,0.0668813230038599,2.035550661575616,3.294710880049755,2.016262085426785
GTM,Guatemala,2020,0.954551810728764,0.498651659017149,18.88810572254064,0.0329889724829978,10.80211866487133,0.050946355638334,1.781887718509408,3.092481096894645,1.674479444398007
GTM,Guatemala,2021,0.975411678176454,0.6019807974005934,19.38323007922956,0.0425340141589014,10.87202615157064,0.0637850859049192,1.817013144101298,3.119742182674034,1.890737025242717
GTM,Guatemala,2022,1.07074135739577,0.532665097494671,18.93992173329369,0.0380281463290726,10.09902758448213,0.042602025777469,1.706778293691787,3.993012379100584,1.457066849022201
GTM,Guatemala,2023,1.180515472583031,0.6126934670622443,19.34872061511389,0.0381435771170802,9.956707009814789,0.0454786985202672,1.698226886904118,4.079913632282056,1.737041870830303
GTM,Guatemala,2024,0.9646934749732662,0.6110116537556693,19.31764197121926,0.0320437289627258,10.04786925756871,0.0461196724389139,1.617609404955768,4.263719246012513,1.734575532551696
HKG,"Hong Kong Special Administrative Region, People's Republic of China",2016,0.9885011095420616,7.181763163203551,17.0466007665927,0.0605204760944119,0.9078071414161792,0.1613879362517652,3.570708089570305,0.1008674601573532,4.075045390357071
HKG,"Hong Kong Special Administrative Region, People's Republic of China",2017,1.407635942923255,1.600462784419591,17.83648283841111,0.0385653682992672,4.897801774006942,0.2121095256459699,5.495564982645584,0.0771307365985345,4.107211723871963
HKG,"Hong Kong Special Administrative Region, People's Republic of China",2018,1.286509040333797,2.1557719054242,19.68011126564673,0.0521557719054242,4.885257301808067,0.1912378303198887,5.250347705146036,0.0347705146036161,5.824061196105702
HKG,"Hong Kong Special Administrative Region, People's Republic of China",2019,1.166803615447823,1.511914543960559,17.48562037797864,0.0493015612161051,4.880854560394412,0.180772391125719,5.012325390304026,0.0657354149548069,4.617912900575185
HKG,"Hong Kong Special Administrative Region, People's Republic of China",2020,0.8230929747275678,1.611407373058196,12.82170183167169,0.0463714351959193,3.709714815673545,0.1391143055877579,3.721307674472525,0.0,2.770693252956179
HKG,"Hong Kong Special Administrative Region, People's Republic of China",2021,0.7469912851016738,1.964310416378476,14.85682667035551,0.0829990316779637,4.260616959468806,0.1659980633559275,4.357449163093097,0.0,3.278461751279568
HKG,"Hong Kong Special Administrative Region, People's Republic of China",2022,0.6293706293706294,1.701631701631702,12.65734265734266,0.0699300699300699,3.578088578088578,0.1981351981351981,3.682983682983683,0.0,2.797202797202797
HKG,"Hong Kong Special Administrative Region, People's Republic of China",2023,0.7180156657963446,2.245430809399478,14.81723237597911,0.0783289817232376,4.177545691906005,0.2219321148825065,4.242819843342037,0.0,3.133159268929504
HND,Honduras,2020,3.68684025521149,0.0574135772965314,21.7991284545755,0.0,12.7501303842039,0.0,5.22036716980145,0.0069715047073954,0.0774055633547051
HRV,"Croatia, Republic of",2016,0.3745174782618185,0.0440921676701883,10.24857234641587,0.0015727551488014,5.002127116949064,0.205939218653408,2.097661033390922,0.526767513132964,1.995899648500687
HRV,"Croatia, Republic of",2017,0.4380981951851353,0.050794125452486,10.49636728781925,0.0037470330682944,5.206188679849311,0.1173903624490535,1.997268667545946,0.5673480991901497,2.115532125078874
HRV,"Croatia, Republic of",2018,0.3471239521249209,0.0582481909553894,10.2513721831784,0.0020303364479429,5.130011683123907,0.1432552837810578,1.976691483255722,0.5407985512468576,2.053208463544377
HRV,"Croatia, Republic of",2019,0.3247797519387502,0.0601341719798662,10.59477330896358,0.0019052020378009,5.350079493864737,0.1798345053941674,1.983575659517439,0.5624132748482327,2.132047304864908
